Address:,TCPIP0::192.168.1.2::inst0::INSTR,,Analog Channels,,
Model:,MSO-X 4154A,,Time (s),1 (VOLT),
Serial Number:,MY60101365,,-5E-07,0.00344414869323373,
Firmware Version:,07.31.2020012900,,-4.99E-07,0.00344414869323373,
Start Time:,2022-12-08 14:58:27.120,,-4.98E-07,0.00344414869323373,
Capture#:,156,,-4.97E-07,0.00377887662034482,
,,,-4.96E-07,0.00344414869323373,
Analog Sample Count:,1000,,-4.95E-07,0.00310942076612264,
Function Sample Count:,0,,-4.94E-07,0.00310942076612264,
Waveform Memory Sample Count:,0,,-4.93E-07,0.00277469283901155,
Digital Sample Count:,0,,-4.92E-07,0.00344414869323373,
,,,-4.91E-07,0.00344414869323373,
Setup Text Information:,,,-4.9E-07,0.00277469283901155,
ANALOG,,,-4.89E-07,0.00310942076612264,
Channel 1,,,-4.88E-07,0.00310942076612264,
Scale,10 mV/,,-4.87E-07,0.00277469283901155,
Pos,20.85 mV,,-4.86E-07,0.00243996491190046,
Coup,,,-4.85E-07,0.00277469283901155,
BW,Off,,-4.84E-07,0.00277469283901155,
Inv,Off,,-4.83E-07,0.00243996491190046,
Imp,50 Ohm,,-4.82E-07,0.00310942076612264,
Trace Label,1,,-4.81E-07,0.00243996491190046,
Probe,1,,-4.8E-07,0.00243996491190046,
Skew,0 s,,-4.79E-07,0.00243996491190046,
,,,-4.78E-07,0.00210523698478937,
MATH,,,-4.77E-07,0.00277469283901155,
REFERENCE WAVEFORM,,,-4.76E-07,0.00243996491190046,
DIGITAL,,,-4.75E-07,0.00243996491190046,
TRIGGER,,,-4.74E-07,0.00243996491190046,
Sweep Mode,AUTO,,-4.73E-07,0.00243996491190046,
Coup,DC,,-4.72E-07,0.00210523698478937,
Noise Rej,Off,,-4.71E-07,0.00210523698478937,
HF Rej,Off,,-4.7E-07,0.00177050905767828,
Holdoff,40.0 ns,,-4.69E-07,0.00210523698478937,
Mode,EDGE,,-4.68E-07,0.00177050905767828,
Source,CHAN1,,-4.67E-07,0.00210523698478937,
Slope,POS,,-4.66E-07,0.00210523698478937,
Level,8.75 mV V,,-4.65E-07,0.00177050905767828,
,,,-4.64E-07,0.00143578113056719,
HORIZONTAL,,,-4.63E-07,0.00177050905767828,
Mode,MAIN,,-4.62E-07,0.0011010532034561,
Ref,CENT,,-4.61E-07,0.0011010532034561,
Main Scale,100 ns/,,-4.6E-07,0.00177050905767828,
Main Delay,0 s,,-4.59E-07,0.00143578113056719,
,,,-4.58E-07,0.00177050905767828,
ACQUISITION,,,-4.57E-07,0.0011010532034561,
Mode,HRES,,-4.56E-07,0.00177050905767828,
RealTime,On,,-4.55E-07,0.0011010532034561,
Vectors,On,,-4.54E-07,0.0011010532034561,
Persistence,Off,,-4.53E-07,0.0011010532034561,
,,,-4.52E-07,0.000766325276345015,
MEASUREMENTS,,,-4.51E-07,0.0011010532034561,
X at Max Y(4),,,-4.5E-07,0.00143578113056719,
Cur,No signal,,-4.49E-07,0.0011010532034561,
Mean,3 n,,-4.48E-07,0.0011010532034561,
Min,200 p,,-4.47E-07,0.000431597349233925,
Max,5 n,,-4.46E-07,0.0011010532034561,
