Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Analog Channels,,,
Model:,MSO-X 4154A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY60101365,,-1.25E-08,0.0132852643728256,0.198741102823988,
Firmware Version:,07.31.2020012900,,-1.21875E-08,0.0132852643728256,0.198908466845751,
Start Time:,2023-04-12 12:43:16.560,,-1.1875E-08,0.0132852643728256,0.198814324583509,
Capture#:,9,,-1.15625E-08,0.0132852643728256,0.198741102823988,
,,,-1.125E-08,-0.00554318283684552,0.198573738802224,
Analog Sample Count:,640,,-1.09375E-08,-0.0201875306665897,0.198741102823988,
Function Sample Count:,0,,-1.0625E-08,0.046758059412241,0.198741102823988,
Waveform Memory Sample Count:,0,,-1.03125E-08,-0.0201875306665897,0.198741102823988,
Digital Sample Count:,0,,-1E-08,0.0132852643728256,0.198741102823988,
,,,-9.6875E-09,0.0132852643728256,0.198908466845751,
Setup Text Information:,,,-9.375E-09,0.0132852643728256,0.198741102823988,
ANALOG,,,-9.0625E-09,0.0132852643728256,0.198824784834869,
Channel 1,,,-8.75E-09,0.046758059412241,0.198908466845751,
Scale,1 V/,,-8.4375E-09,0.046758059412241,0.198741102823988,
Pos,2.825 V,,-8.125E-09,0.046758059412241,0.198406374780461,
Coup,,,-7.8125E-09,0.0802308544516563,0.198741102823988,
BW,Off,,-7.5E-09,0.046758059412241,0.198741102823988,
Inv,Off,,-7.1875E-09,0.147176444530487,0.198741102823988,
Imp,1M Ohm,,-6.875E-09,0.130440047010779,0.198741102823988,
Trace Label,1,,-6.5625E-09,0.113703649491072,0.198741102823988,
Probe,1,,-6.25E-09,0.113703649491072,0.198741102823988,
Skew,0 s,,-5.9375E-09,0.147176444530487,0.198741102823988,
,,,-5.625E-09,0.166004891740158,0.198573738802224,
Channel 2,,,-5.3125E-09,0.180649239569902,0.198908466845751,
Scale,5 mV/,,-5E-09,0.180649239569902,0.198406374780461,
Pos,190.88 mV,,-4.6875E-09,0.180649239569902,0.198636500310386,
Coup,,,-4.375E-09,0.281067624688149,0.198908466845751,
BW,Off,,-4.0625E-09,0.247594829648733,0.198741102823988,
Inv,Off,,-3.75E-09,0.214122034609318,0.198573738802224,
Imp,1M Ohm,,-3.4375E-09,0.247594829648733,0.198573738802224,
Trace Label,2,,-3.125E-09,0.314540419727564,0.198573738802224,
Probe,1,,-2.8125E-09,0.314540419727564,0.198908466845751,
Skew,0 s,,-2.5E-09,0.327092717867345,0.198741102823988,
,,,-2.1875E-09,0.348013214766979,0.198741102823988,
MATH,,,-1.875E-09,0.41495880484581,0.198563278550864,
REFERENCE WAVEFORM,,,-1.5625E-09,0.41495880484581,0.198406374780461,
DIGITAL,,,-1.25E-09,0.431695202365518,0.198741102823988,
TRIGGER,,,-9.37499999999999E-10,0.448431599885225,0.198741102823988,
Sweep Mode,AUTO,,-6.24999999999999E-10,0.515377189964056,0.198741102823988,
Coup,DC,,-3.12499999999999E-10,0.515377189964056,0.198741102823988,
Noise Rej,Off,,0,0.548849985003471,0.198741102823988,
HF Rej,Off,,3.125E-10,0.576046630972996,0.198908466845751,
Holdoff,40.0 ns,,6.25000000000001E-10,0.615795575082302,0.198908466845751,
Mode,EDGE,,9.37500000000001E-10,0.649268370121717,0.198908466845751,
Source,CHAN1,,1.25E-09,0.682741165161133,0.198908466845751,
Slope,POS,,1.5625E-09,0.737134457100183,0.198741102823988,
Level,437.5 mV V,,1.875E-09,0.783159550279379,0.198573738802224,
,,,2.1875E-09,0.816632345318794,0.198573738802224,
HORIZONTAL,,,2.5E-09,0.816632345318794,0.198646960561746,
Mode,MAIN,,2.8125E-09,0.883577935397625,0.198741102823988,
Ref,CENT,,3.125E-09,0.898222283227369,0.198741102823988,
Main Scale,20 ns/,,3.4375E-09,0.91705073043704,0.199075830867514,
Main Delay,88 ns,,3.75E-09,0.983996320515871,0.19887708609167,
,,,4.0625E-09,1.01746911555529,0.198741102823988,
ACQUISITION,,,4.375E-09,1.07604650687426,0.198908466845751,
Mode,HRES,,4.6875E-09,1.11788750067353,0.198573738802224,
RealTime,On,,5E-09,1.11788750067353,0.198908466845751,
Vectors,On,,5.3125E-09,1.18483309075236,0.198824784834869,
Persistence,Off,,5.625E-09,1.31872427091002,0.198741102823988,
,,,5.9375E-09,1.30198787339032,0.198573738802224,
MEASUREMENTS,,,6.25E-09,1.28525147587061,0.198741102823988,
X at Max Y(4),,,6.5625E-09,1.38566986098886,0.198531897796784,
Cur,No signal,,6.875E-09,1.45261545106769,0.198406374780461,
Mean,,,7.1875E-09,1.4860882461071,0.198741102823988,
